Period,Minutes,Seconds,playerId,playerName,typeId,outcome,x,y,xGOT,xG,Game,Date,Team,Type,Opposition,Season,Competition,Player
First Half,46,59,aozjar4nxm7wzvy1m3l2dxyax,T. Mokoena,13,1,94.6,49.1,0.0,0.2307899743318557,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Mamelodi Sundowns,Miss,Orlando Pirates,2024/25,Premier Soccer League,Teboho Mokoena
Second Half,47,21,eybf2im7tlrhm0cyomw7hp4yy,K. Dlamini,15,1,84.7,34.0,0.0692371428012847,0.1395012736320495,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Orlando Pirates,Saved,Mamelodi Sundowns,2024/25,Premier Soccer League,Kabelo Dlamini
Second Half,50,55,aozjar4nxm7wzvy1m3l2dxyax,T. Mokoena,13,1,70.7,48.5,0.0,0.0152503037825226,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Mamelodi Sundowns,Miss,Orlando Pirates,2024/25,Premier Soccer League,Teboho Mokoena
Second Half,52,5,150n1pkawektzsahhtc2qlfpx,I. Rayners,13,1,92.4,52.1,0.0,0.3384007513523102,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Mamelodi Sundowns,Miss,Orlando Pirates,2024/25,Premier Soccer League,Iqraam Rayners
Second Half,55,4,dtkxyjne2wd3rtsg74i9lc6qc,Arthur Sales,15,1,80.8,66.2,0.0,0.0197421144694089,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Mamelodi Sundowns,Saved,Orlando Pirates,2024/25,Premier Soccer League,Arthur Sales
Second Half,57,10,1rc9l6360pxvs4l7zc8y3yk9g,M. Mbokazi,13,1,68.7,63.6,0.0,0.0117413131520152,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Orlando Pirates,Miss,Mamelodi Sundowns,2024/25,Premier Soccer League,Mbekezeli Mbokazi
Second Half,58,3,150n1pkawektzsahhtc2qlfpx,I. Rayners,15,1,87.1,61.1,0.0,0.1066190674901008,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Mamelodi Sundowns,Saved,Orlando Pirates,2024/25,Premier Soccer League,Iqraam Rayners
Second Half,65,48,cyhjayqlzuido52zd79v3nd2h,K. Mudau,16,1,92.4,50.5,0.8782792687416077,0.8180484771728516,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Mamelodi Sundowns,Goal,Orlando Pirates,2024/25,Premier Soccer League,Khuliso Mudau
Second Half,79,17,dtkxyjne2wd3rtsg74i9lc6qc,Arthur Sales,13,1,79.9,69.1,0.0,0.026007218286395,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Mamelodi Sundowns,Miss,Orlando Pirates,2024/25,Premier Soccer League,Arthur Sales
Second Half,93,39,aozjar4nxm7wzvy1m3l2dxyax,T. Mokoena,15,1,78.8,44.0,0.0,0.0301996767520904,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Mamelodi Sundowns,Saved,Orlando Pirates,2024/25,Premier Soccer League,Teboho Mokoena
First Half,4,30,b75obcosq288hatsvzq2xlgq1,D. Solomons,13,1,84.6,40.3,0.0,0.0481943823397159,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Kaizer Chiefs,Miss,Richards Bay,2024/25,Premier Soccer League,Dillan Solomons
First Half,11,0,3ezddqp1eoc8bysmo2191i044,Y. Mbuthuma,15,1,93.0,41.3,0.0,0.084049217402935,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Richards Bay,Saved,Kaizer Chiefs,2024/25,Premier Soccer League,Yamela Mbuthuma
First Half,11,59,4jljewxjz04vcr2q0g8bfopka,F. Gcaba,15,1,90.7,45.8,0.7886397242546082,0.0517794862389564,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Richards Bay,Saved,Kaizer Chiefs,2024/25,Premier Soccer League,Fezile Gcaba
First Half,21,36,3mvi2hoz2ffa1250juf9lo9ux,A. Du Preez,15,1,94.9,50.5,0.2075533270835876,0.5274298787117004,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Kaizer Chiefs,Saved,Richards Bay,2024/25,Premier Soccer League,Ashley Du Preez
First Half,24,30,cmkbktr5hzdwnp94dlkbk9c7o,M. Lilepo,13,1,74.6,63.6,0.0,0.0450866743922233,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Kaizer Chiefs,Miss,Richards Bay,2024/25,Premier Soccer League,Makabi Lilepo
First Half,28,19,6atjccuxqe0xphu3yvq1p165m,P. Mmodi,15,1,94.6,65.6,0.0526208281517028,0.0547778792679309,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Kaizer Chiefs,Saved,Richards Bay,2024/25,Premier Soccer League,Pule Mmodi
First Half,31,40,6atjccuxqe0xphu3yvq1p165m,P. Mmodi,13,1,92.9,69.3,0.0,0.0907095298171043,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Kaizer Chiefs,Miss,Richards Bay,2024/25,Premier Soccer League,Pule Mmodi
First Half,35,34,6atjccuxqe0xphu3yvq1p165m,P. Mmodi,15,1,80.2,48.1,0.0719234570860862,0.0352960526943206,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Kaizer Chiefs,Saved,Richards Bay,2024/25,Premier Soccer League,Pule Mmodi
First Half,39,45,5fzvhtwxs9rpo5kxvdrvoasfe,S. Msimango,13,1,92.3,52.3,0.0,0.0866893604397773,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Kaizer Chiefs,Miss,Richards Bay,2024/25,Premier Soccer League,Sphiwe Msimango
First Half,47,35,5fzvhtwxs9rpo5kxvdrvoasfe,S. Msimango,13,1,89.9,51.3,0.0,0.0388566330075264,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Kaizer Chiefs,Miss,Richards Bay,2024/25,Premier Soccer League,Sphiwe Msimango
First Half,48,2,3mvi2hoz2ffa1250juf9lo9ux,A. Du Preez,13,1,74.6,51.7,0.0,0.0210613813251256,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Kaizer Chiefs,Miss,Richards Bay,2024/25,Premier Soccer League,Ashley Du Preez
Second Half,47,15,4jljewxjz04vcr2q0g8bfopka,F. Gcaba,16,1,94.0,45.7,0.898747980594635,0.1538364887237548,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Richards Bay,Goal,Kaizer Chiefs,2024/25,Premier Soccer League,Fezile Gcaba
Second Half,51,53,5l4zhmhetzyufc44zxz3c88pg,T. Gumede,13,1,82.8,72.4,0.0,0.0320342816412448,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Richards Bay,Miss,Kaizer Chiefs,2024/25,Premier Soccer League,Thulani Gumede
Second Half,55,34,5msfkgcn1lip71ytlhhuvhwk4,S. Mthethwa,15,1,84.9,47.2,0.0,0.127670019865036,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Kaizer Chiefs,Saved,Richards Bay,2024/25,Premier Soccer League,Sibongiseni Mthethwa
Second Half,56,49,cmkbktr5hzdwnp94dlkbk9c7o,M. Lilepo,15,1,87.4,34.6,0.0869195386767387,0.0319837443530559,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Kaizer Chiefs,Saved,Richards Bay,2024/25,Premier Soccer League,Makabi Lilepo
Second Half,57,15,3ezddqp1eoc8bysmo2191i044,Y. Mbuthuma,15,1,97.5,35.4,0.2167633026838302,0.107123740017414,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Richards Bay,Saved,Kaizer Chiefs,2024/25,Premier Soccer League,Yamela Mbuthuma
Second Half,58,2,5l4zhmhetzyufc44zxz3c88pg,T. Gumede,13,1,94.5,49.5,0.0,0.3190053105354309,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Richards Bay,Miss,Kaizer Chiefs,2024/25,Premier Soccer League,Thulani Gumede
Second Half,64,8,cmkbktr5hzdwnp94dlkbk9c7o,M. Lilepo,13,1,91.1,52.6,0.0,0.1336616426706314,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Kaizer Chiefs,Miss,Richards Bay,2024/25,Premier Soccer League,Makabi Lilepo
Second Half,65,54,3ezddqp1eoc8bysmo2191i044,Y. Mbuthuma,13,1,81.5,66.2,0.0,0.0707315057516098,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Richards Bay,Miss,Kaizer Chiefs,2024/25,Premier Soccer League,Yamela Mbuthuma
Second Half,67,0,3di032ppwrkjzckgru1jssp3o,N. Ndaba,15,1,75.0,57.0,0.0,0.0469137206673622,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Richards Bay,Saved,Kaizer Chiefs,2024/25,Premier Soccer League,Nkosikhona Ndaba
Second Half,67,4,lvnkwb0fgykxqfdp3u2hw9re,M. Mthembu,13,1,86.4,32.1,0.0,0.0519552081823349,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Richards Bay,Miss,Kaizer Chiefs,2024/25,Premier Soccer League,Moses Mthembu
Second Half,68,25,3ezddqp1eoc8bysmo2191i044,Y. Mbuthuma,13,1,72.4,40.4,0.0,0.0113556142896413,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Richards Bay,Miss,Kaizer Chiefs,2024/25,Premier Soccer League,Yamela Mbuthuma
Second Half,71,52,5l4zhmhetzyufc44zxz3c88pg,T. Gumede,14,1,85.6,51.7,0.0,0.2392027229070663,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Richards Bay,Post,Kaizer Chiefs,2024/25,Premier Soccer League,Thulani Gumede
Second Half,71,55,3ezddqp1eoc8bysmo2191i044,Y. Mbuthuma,16,1,92.7,47.2,0.9794657826423644,0.8581520318984985,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Richards Bay,Goal,Kaizer Chiefs,2024/25,Premier Soccer League,Yamela Mbuthuma
Second Half,77,35,c35dqpgxpgcsksos3smw2hr84,W. Duba,15,1,87.7,77.7,0.2882293462753296,0.0338592268526554,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Kaizer Chiefs,Saved,Richards Bay,2024/25,Premier Soccer League,Wandile Duba
Second Half,82,1,c35dqpgxpgcsksos3smw2hr84,W. Duba,15,1,87.5,66.9,0.0698584020137786,0.0536469221115112,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Kaizer Chiefs,Saved,Richards Bay,2024/25,Premier Soccer League,Wandile Duba
Second Half,83,4,3shnebdid9inl4hz60uelhvdg,M. Vilakazi,13,1,87.1,66.4,0.0,0.0223117377609014,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Kaizer Chiefs,Miss,Richards Bay,2024/25,Premier Soccer League,Mfundo Vilakazi
Second Half,85,25,7hnpuqp7qtemai3497k0rxl91,G. Sirino,13,1,91.7,30.9,0.0,0.0275157783180475,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Kaizer Chiefs,Miss,Richards Bay,2024/25,Premier Soccer League,Gastón Sirino
Second Half,88,0,sx7b2ht6h1t33w6oyv8n2c4p,Edmilson Dove,13,1,74.7,73.0,0.0,0.0190333519130945,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Kaizer Chiefs,Miss,Richards Bay,2024/25,Premier Soccer League,Edmilson Dove
Second Half,89,51,3shnebdid9inl4hz60uelhvdg,M. Vilakazi,15,1,86.8,65.2,0.0,0.0576398186385631,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Kaizer Chiefs,Saved,Richards Bay,2024/25,Premier Soccer League,Mfundo Vilakazi
Second Half,89,53,7hnpuqp7qtemai3497k0rxl91,G. Sirino,15,1,86.4,45.2,0.0,0.1618375182151794,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Kaizer Chiefs,Saved,Richards Bay,2024/25,Premier Soccer League,Gastón Sirino
Second Half,90,38,dhz2qp6vpral41ij7yofk6lzp,E. Castillo,13,1,91.7,49.5,0.0,0.0645326673984527,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Kaizer Chiefs,Miss,Richards Bay,2024/25,Premier Soccer League,Edson Castillo
Second Half,92,28,c35dqpgxpgcsksos3smw2hr84,W. Duba,13,1,87.7,53.6,0.0,0.0391054451465606,Richards Bay vs Kaizer Chiefs - 2:0,2025-03-16,Kaizer Chiefs,Miss,Richards Bay,2024/25,Premier Soccer League,Wandile Duba
First Half,9,14,2yvwkcwyh91itsq483wp7zomi,L. Nku,16,1,97.1,56.6,0.836622416973114,0.3373070657253265,Sekhukhune United vs Stellenbosch FC - 1:2,2025-03-16,Stellenbosch FC,Goal,Sekhukhune United,2024/25,Premier Soccer League,Lesiba Nku
First Half,10,33,zhi0x6muc1kkd28cvoxlqtih,K. Makgalwa,13,1,87.2,73.3,0.0,0.0194024927914142,Sekhukhune United vs Stellenbosch FC - 1:2,2025-03-16,Sekhukhune United,Miss,Stellenbosch FC,2024/25,Premier Soccer League,Keletso Makgalwa
First Half,18,58,zhi0x6muc1kkd28cvoxlqtih,K. Makgalwa,15,1,79.4,37.4,0.0520169883966445,0.0818502381443977,Sekhukhune United vs Stellenbosch FC - 1:2,2025-03-16,Sekhukhune United,Saved,Stellenbosch FC,2024/25,Premier Soccer League,Keletso Makgalwa
First Half,19,1,b7b7i2onxb7fc1lxv7uiuneuh,K. Mohamme,13,1,95.1,55.8,0.0,0.402206152677536,Sekhukhune United vs Stellenbosch FC - 1:2,2025-03-16,Sekhukhune United,Miss,Stellenbosch FC,2024/25,Premier Soccer League,Katlego Mohamme
First Half,24,20,8aosehqgcvgtiwg2k4pp94ys4,V. Letlapa,15,1,69.5,62.2,0.0,0.0111699011176824,Sekhukhune United vs Stellenbosch FC - 1:2,2025-03-16,Sekhukhune United,Saved,Stellenbosch FC,2024/25,Premier Soccer League,Vuyo Letlapa
First Half,30,5,7icppg67luld470pco2oynfxm,C. Ohizu,16,1,93.6,50.1,0.9112722277641296,0.1841978430747985,Sekhukhune United vs Stellenbosch FC - 1:2,2025-03-16,Sekhukhune United,Goal,Stellenbosch FC,2024/25,Premier Soccer League,Chibuike Ohizu
First Half,35,35,87dr8u38kxo2jndph06p3lxp1,T. Monare,13,1,78.4,57.0,0.0,0.0397639423608779,Sekhukhune United vs Stellenbosch FC - 1:2,2025-03-16,Sekhukhune United,Miss,Stellenbosch FC,2024/25,Premier Soccer League,Thabang Monare
Second Half,47,51,8aosehqgcvgtiwg2k4pp94ys4,V. Letlapa,15,1,83.7,49.7,0.0,0.0541382655501365,Sekhukhune United vs Stellenbosch FC - 1:2,2025-03-16,Sekhukhune United,Saved,Stellenbosch FC,2024/25,Premier Soccer League,Vuyo Letlapa
Second Half,48,8,7m8dt8qv31kjogwqn7au3h9n8,D. Titus,15,1,91.4,25.6,0.0215507224202156,0.0231594499200582,Sekhukhune United vs Stellenbosch FC - 1:2,2025-03-16,Stellenbosch FC,Saved,Sekhukhune United,2024/25,Premier Soccer League,Devin Titus
Second Half,49,2,336oxxdqii2zx4ilzujwjlujt,F. Basadien,15,1,87.2,22.9,0.0470855236053466,0.0115768555551767,Sekhukhune United vs Stellenbosch FC - 1:2,2025-03-16,Stellenbosch FC,Saved,Sekhukhune United,2024/25,Premier Soccer League,Fawaaz Basadien
Second Half,49,9,1wy6bsqqb343s1fm80z3wkf84,I. Touré,13,1,73.1,41.3,0.0,0.0107855694368481,Sekhukhune United vs Stellenbosch FC - 1:2,2025-03-16,Stellenbosch FC,Miss,Sekhukhune United,2024/25,Premier Soccer League,Olivier Touré
Second Half,56,51,2yvwkcwyh91itsq483wp7zomi,L. Nku,13,1,81.9,41.3,0.0,0.0243463423103094,Sekhukhune United vs Stellenbosch FC - 1:2,2025-03-16,Stellenbosch FC,Miss,Sekhukhune United,2024/25,Premier Soccer League,Lesiba Nku
Second Half,56,56,6lgpyjp0nxd35di8lgcrq5v1m,T. Khiba,13,1,96.2,64.4,0.0,0.0357900336384773,Sekhukhune United vs Stellenbosch FC - 1:2,2025-03-16,Stellenbosch FC,Miss,Sekhukhune United,2024/25,Premier Soccer League,Thato Khiba
Second Half,65,30,1h7svgxlzbp2cy45wavujmlex,S. Mbule,15,1,78.1,56.4,0.0173026733100414,0.0442046411335468,Sekhukhune United vs Stellenbosch FC - 1:2,2025-03-16,Sekhukhune United,Saved,Stellenbosch FC,2024/25,Premier Soccer League,Sipho Mbule
Second Half,66,31,7m8dt8qv31kjogwqn7au3h9n8,D. Titus,15,1,73.1,38.7,0.010894026607275,0.0291714705526828,Sekhukhune United vs Stellenbosch FC - 1:2,2025-03-16,Stellenbosch FC,Saved,Sekhukhune United,2024/25,Premier Soccer League,Devin Titus
Second Half,69,38,6lgpyjp0nxd35di8lgcrq5v1m,T. Khiba,16,1,93.0,50.3,0.630534827709198,0.1254071295261383,Sekhukhune United vs Stellenbosch FC - 1:2,2025-03-16,Stellenbosch FC,Goal,Sekhukhune United,2024/25,Premier Soccer League,Thato Khiba
Second Half,72,31,8aosehqgcvgtiwg2k4pp94ys4,V. Letlapa,15,1,66.6,69.7,0.0,0.0109227085486054,Sekhukhune United vs Stellenbosch FC - 1:2,2025-03-16,Sekhukhune United,Saved,Stellenbosch FC,2024/25,Premier Soccer League,Vuyo Letlapa
Second Half,77,36,cdypvp7trjqowj77wr267iw6i,S. Mkhize,13,1,92.7,40.9,0.0,0.0683712735772132,Sekhukhune United vs Stellenbosch FC - 1:2,2025-03-16,Sekhukhune United,Miss,Stellenbosch FC,2024/25,Premier Soccer League,Siphesihle Mkhize
Second Half,80,7,2q8u5vxbktffomz2nqbksbgus,E. Rammala,15,1,88.1,63.8,0.4540396630764007,0.1804131716489792,Sekhukhune United vs Stellenbosch FC - 1:2,2025-03-16,Sekhukhune United,Saved,Stellenbosch FC,2024/25,Premier Soccer League,Ngoanamello Rammala
Second Half,83,27,2q8u5vxbktffomz2nqbksbgus,E. Rammala,14,1,79.1,39.1,0.0,0.0930988192558288,Sekhukhune United vs Stellenbosch FC - 1:2,2025-03-16,Sekhukhune United,Post,Stellenbosch FC,2024/25,Premier Soccer League,Ngoanamello Rammala
Second Half,94,31,4zn38nayzmo99jmw9s3ezvr4k,K. Lekoloane,15,1,88.0,35.4,0.22089384496212,0.2431261837482452,Sekhukhune United vs Stellenbosch FC - 1:2,2025-03-16,Stellenbosch FC,Saved,Sekhukhune United,2024/25,Premier Soccer League,Khomotjo Lekoloane
Second Half,94,36,2szda1seiub202sg1u14pfcic,C. Butsaka,13,1,91.4,67.3,0.0,0.0621163845062255,Sekhukhune United vs Stellenbosch FC - 1:2,2025-03-16,Stellenbosch FC,Miss,Sekhukhune United,2024/25,Premier Soccer League,Chumani Butsaka
First Half,8,7,8f44k9y7y59r3biuv37r4134k,T. Moremi,13,1,89.7,31.2,0.0,0.0411530286073684,Chippa United vs AmaZulu FC - 2:1,2025-03-29,AmaZulu FC,Miss,Chippa United,2024/25,Premier Soccer League,Tshepang Moremi
First Half,15,48,bdyzoslo2lxyiumj5z8cukwrt,S. Kammies,13,1,73.9,40.6,0.0,0.0283592771738767,Chippa United vs AmaZulu FC - 2:1,2025-03-29,Chippa United,Miss,AmaZulu FC,2024/25,Premier Soccer League,Sirgio Kammies
First Half,17,48,ezxd7br5r3audbjhtpp3qdlw4,A. Mqokozo,13,1,80.8,48.7,0.0,0.0352960526943206,Chippa United vs AmaZulu FC - 2:1,2025-03-29,Chippa United,Miss,AmaZulu FC,2024/25,Premier Soccer League,Aviwe Mqokozo
First Half,18,29,ezxd7br5r3audbjhtpp3qdlw4,A. Mqokozo,15,1,87.8,49.7,0.2282153367996215,0.0976424589753151,Chippa United vs AmaZulu FC - 2:1,2025-03-29,Chippa United,Saved,AmaZulu FC,2024/25,Premier Soccer League,Aviwe Mqokozo
First Half,18,31,bzrjo7ekjhehw26hc8wxeazv8,E. Sakala,16,1,97.5,47.9,0.7307361960411072,0.4964276850223541,Chippa United vs AmaZulu FC - 2:1,2025-03-29,Chippa United,Goal,AmaZulu FC,2024/25,Premier Soccer League,Enock Sakala
First Half,25,44,ahg3dkqqvp8pqwqpp80e4g0yd,A. Konqobe,15,1,78.4,57.2,0.0,0.0403580032289028,Chippa United vs AmaZulu FC - 2:1,2025-03-29,Chippa United,Saved,AmaZulu FC,2024/25,Premier Soccer League,Ayabulela Konqobe
First Half,27,28,ezxd7br5r3audbjhtpp3qdlw4,A. Mqokozo,15,1,72.2,36.4,0.035003911703825,0.0161718893796205,Chippa United vs AmaZulu FC - 2:1,2025-03-29,Chippa United,Saved,AmaZulu FC,2024/25,Premier Soccer League,Aviwe Mqokozo
First Half,33,55,ezxd7br5r3audbjhtpp3qdlw4,A. Mqokozo,13,1,71.6,30.3,0.0,0.0116227678954601,Chippa United vs AmaZulu FC - 2:1,2025-03-29,Chippa United,Miss,AmaZulu FC,2024/25,Premier Soccer League,Aviwe Mqokozo
First Half,35,53,3gdmkbf47mjc1u0g1x1bzlcoa,C. Martin,16,1,85.2,44.9,0.7726868987083435,0.2285599708557129,Chippa United vs AmaZulu FC - 2:1,2025-03-29,Chippa United,Goal,AmaZulu FC,2024/25,Premier Soccer League,Craig Martin
First Half,40,15,72lkpdcco8w8zayztvn7xv3vu,R. Human,15,1,80.3,64.6,0.0727474689483642,0.0247565247118473,Chippa United vs AmaZulu FC - 2:1,2025-03-29,AmaZulu FC,Saved,Chippa United,2024/25,Premier Soccer League,Rowan Human
First Half,40,17,dzpxvs0ynknygmv1t9zl7q4lx,H. Ekstein,15,1,88.3,64.8,0.0839679986238479,0.0750334113836288,Chippa United vs AmaZulu FC - 2:1,2025-03-29,AmaZulu FC,Saved,Chippa United,2024/25,Premier Soccer League,Hendrick Ekstein
First Half,41,57,72lkpdcco8w8zayztvn7xv3vu,R. Human,15,1,89.5,59.5,0.0,0.0761761739850044,Chippa United vs AmaZulu FC - 2:1,2025-03-29,AmaZulu FC,Saved,Chippa United,2024/25,Premier Soccer League,Rowan Human
First Half,43,26,8f44k9y7y59r3biuv37r4134k,T. Moremi,16,1,88.4,68.7,0.4097958207130432,0.0389000736176967,Chippa United vs AmaZulu FC - 2:1,2025-03-29,AmaZulu FC,Goal,Chippa United,2024/25,Premier Soccer League,Tshepang Moremi
First Half,45,43,f1nb863hxkluu48egkjqi9016,R. Hanamub,13,1,76.5,75.6,0.0,0.0142670245841145,Chippa United vs AmaZulu FC - 2:1,2025-03-29,AmaZulu FC,Miss,Chippa United,2024/25,Premier Soccer League,Riaan Hanamub
Second Half,49,20,9wprncwg9o26sf22terywepuy,E. Kambindu,15,1,91.2,55.8,0.0,0.0457763150334358,Chippa United vs AmaZulu FC - 2:1,2025-03-29,AmaZulu FC,Saved,Chippa United,2024/25,Premier Soccer League,Elmo Kambindu
Second Half,52,32,72lkpdcco8w8zayztvn7xv3vu,R. Human,15,1,81.3,44.6,0.0,0.0833643674850463,Chippa United vs AmaZulu FC - 2:1,2025-03-29,AmaZulu FC,Saved,Chippa United,2024/25,Premier Soccer League,Rowan Human
Second Half,61,59,9wprncwg9o26sf22terywepuy,E. Kambindu,15,1,94.2,53.0,0.0,0.1753042340278625,Chippa United vs AmaZulu FC - 2:1,2025-03-29,AmaZulu FC,Saved,Chippa United,2024/25,Premier Soccer League,Elmo Kambindu
Second Half,62,11,dzpxvs0ynknygmv1t9zl7q4lx,H. Ekstein,15,1,94.3,65.2,0.1335648745298385,0.1730737388134002,Chippa United vs AmaZulu FC - 2:1,2025-03-29,AmaZulu FC,Saved,Chippa United,2024/25,Premier Soccer League,Hendrick Ekstein
Second Half,65,21,2ojbw91gdf3rdtjsk6n7e92w9,M. Modise,15,1,85.6,53.4,0.0,0.0705525949597358,Chippa United vs AmaZulu FC - 2:1,2025-03-29,Chippa United,Saved,AmaZulu FC,2024/25,Premier Soccer League,Gadinkame Modise
Second Half,71,2,4fnc170mku4aevsyp73g78us5,B. Motshwari,13,1,85.2,50.1,0.0,0.061026394367218,Chippa United vs AmaZulu FC - 2:1,2025-03-29,AmaZulu FC,Miss,Chippa United,2024/25,Premier Soccer League,Ben Motshwari
Second Half,78,20,30aegyjbxp830puh726arudw5,T. Fielies,15,1,91.8,43.3,0.410172164440155,0.0387036986649036,Chippa United vs AmaZulu FC - 2:1,2025-03-29,AmaZulu FC,Saved,Chippa United,2024/25,Premier Soccer League,Taariq Fielies
Second Half,78,30,bqdretihm0o8yjh2qz7n1d4gl,W. Jooste,15,1,78.9,40.4,0.0109416460618376,0.0223172735422849,Chippa United vs AmaZulu FC - 2:1,2025-03-29,AmaZulu FC,Saved,Chippa United,2024/25,Premier Soccer League,Wayde Jooste
Second Half,82,21,30aegyjbxp830puh726arudw5,T. Fielies,13,1,76.0,28.2,0.0,0.0163127966225147,Chippa United vs AmaZulu FC - 2:1,2025-03-29,AmaZulu FC,Miss,Chippa United,2024/25,Premier Soccer League,Taariq Fielies
Second Half,90,38,8f44k9y7y59r3biuv37r4134k,T. Moremi,13,1,77.1,44.4,0.0,0.034282200038433,Chippa United vs AmaZulu FC - 2:1,2025-03-29,AmaZulu FC,Miss,Chippa United,2024/25,Premier Soccer League,Tshepang Moremi
Second Half,92,10,b550v1t2d1368c3xxxgjxae0a,R. Maarman,13,1,73.7,24.6,0.0,0.0115516521036624,Chippa United vs AmaZulu FC - 2:1,2025-03-29,Chippa United,Miss,AmaZulu FC,2024/25,Premier Soccer League,Ronaldo Maarman
Second Half,93,19,cslrgmvgg6g60q5xmro4gyz2s,X. Sithole,13,1,67.8,49.7,0.0,0.0111227268353104,Chippa United vs AmaZulu FC - 2:1,2025-03-29,Chippa United,Miss,AmaZulu FC,2024/25,Premier Soccer League,Xolani Sithole
First Half,4,45,djxn16v6ergnvqumzcsq2b3vu,Nkosingiphile Ngcobo,13,1,91.2,46.0,0.0,0.1235267370939254,Golden Arrows vs Kaizer Chiefs - 2:1,2025-03-29,Kaizer Chiefs,Miss,Golden Arrows,2024/25,Premier Soccer League,Nkosingiphile Ngcobo
First Half,10,40,femn1t98rrea56260yhe2mll,Y. Maart,14,1,88.5,50.0,0.0,0.7884,Golden Arrows vs Kaizer Chiefs - 2:1,2025-03-29,Kaizer Chiefs,Post,Golden Arrows,2024/25,Premier Soccer League,Yusuf Maart
First Half,12,56,ofjwonxr2qbe6o1kkdq662y2,A. Van Rooi,15,1,88.0,63.8,0.0,0.1351083815097808,Golden Arrows vs Kaizer Chiefs - 2:1,2025-03-29,Golden Arrows,Saved,Kaizer Chiefs,2024/25,Premier Soccer League,Angelo Van Rooi
First Half,14,5,3ew70292t6el1ehxjxz4b6zmd,N. Sibiya,13,1,93.4,64.6,0.0,0.2007695883512497,Golden Arrows vs Kaizer Chiefs - 2:1,2025-03-29,Golden Arrows,Miss,Kaizer Chiefs,2024/25,Premier Soccer League,Nduduzo Sibiya
First Half,15,33,cmkbktr5hzdwnp94dlkbk9c7o,M. Lilepo,15,1,88.3,63.0,0.0612399615347385,0.053896527737379,Golden Arrows vs Kaizer Chiefs - 2:1,2025-03-29,Kaizer Chiefs,Saved,Golden Arrows,2024/25,Premier Soccer League,Makabi Lilepo
First Half,17,59,ofjwonxr2qbe6o1kkdq662y2,A. Van Rooi,13,1,82.8,27.4,0.0,0.0396225489675998,Golden Arrows vs Kaizer Chiefs - 2:1,2025-03-29,Golden Arrows,Miss,Kaizer Chiefs,2024/25,Premier Soccer League,Angelo Van Rooi
First Half,18,56,3ew70292t6el1ehxjxz4b6zmd,N. Sibiya,13,1,96.4,54.6,0.0,0.6148894429206848,Golden Arrows vs Kaizer Chiefs - 2:1,2025-03-29,Golden Arrows,Miss,Kaizer Chiefs,2024/25,Premier Soccer League,Nduduzo Sibiya
